ENSEMBL	ESC	ESC	HB	HB
ENSG00000273045	131	131	68	101
ENSG00000273047	0	0	13	34
ENSG00000273049	0	0	0	0
ENSG00000273051	0	0	0	0
ENSG00000273079	54	25	6	7
ENSG00000273085	0	0	0	0
ENSG00000273088	19	17	0	2
ENSG00000273111	0	0	11	17
ENSG00000273136	159	60	170	164
ENSG00000273154	100	22	158	166
ENSG00000273155	0	10	7	7
ENSG00000273167	2	0	10	5
ENSG00000273171	0	0	0	0
ENSG00000273173	114	66	46	34
ENSG00000273213	9	6	23	22
ENSG00000273217	0	0	0	0
ENSG00000273225	0	0	0	0
ENSG00000273228	0	0	0	0
ENSG00000273234	0	1	1	2
ENSG00000273238	2	1	2	2
ENSG00000273252	0	0	0	0
ENSG00000273255	0	0	0	0
ENSG00000273259	0	0	4	8
ENSG00000273269	0	0	0	0
ENSG00000273274	378	467	142	159
ENSG00000273291	0	0	0	0
ENSG00000273294	22	4	0	14
ENSG00000273327	0	0	0	0
ENSG00000273330	0	0	0	0
ENSG00000273331	0	0	0	1
ENSG00000273336	0	0	1	0
ENSG00000273340	9	13	0	1
ENSG00000273345	24	34	9	6
ENSG00000273398	17	27	34	22
ENSG00000273408	0	0	0	0
ENSG00000273423	0	1	0	1
ENSG00000273434	0	0	0	0
ENSG00000273444	0	0	0	0
ENSG00000273484	0	0	0	0
ENSG00000273497	0	0	0	0
ENSG00000273509	0	0	0	0
ENSG00000273512	0	0	0	0
ENSG00000273513	0	0	0	0
ENSG00000273514	0	1	3	4
ENSG00000273536	0	0	0	0
ENSG00000273540	1255	1485	13	16
ENSG00000273542	38	40	19	13
ENSG00000273554	1	0	0	0
ENSG00000273559	329	222	184	228
ENSG00000273567	0	0	0	0
ENSG00000273569	0	0	0	0
ENSG00000273580	1	0	0	0
ENSG00000273586	0	0	0	0
ENSG00000273589	0	0	0	0
ENSG00000273595	0	1	0	0
ENSG00000273597	3	0	1	0
ENSG00000273598	1	0	0	0
ENSG00000273600	0	0	0	0
ENSG00000273604	174	160	759	894
ENSG00000273609	0	0	0	0
ENSG00000273611	0	62	362	314
ENSG00000273628	0	0	0	0
ENSG00000273634	0	0	0	0
ENSG00000273640	0	0	0	0
ENSG00000273643	0	0	0	0
ENSG00000273644	0	0	1	0
ENSG00000273654	26	15	0	0
ENSG00000273668	0	0	0	0
ENSG00000273675	0	0	0	0
ENSG00000273679	0	0	0	0
ENSG00000273682	1	1	0	0
ENSG00000273692	0	0	0	0
ENSG00000273693	0	0	0	0
ENSG00000273696	0	0	0	0
ENSG00000273698	0	0	0	0
ENSG00000273703	0	0	0	0
ENSG00000273704	0	0	0	0
ENSG00000273706	12	0	0	2
ENSG00000273712	0	0	0	0
ENSG00000273716	0	0	0	0
ENSG00000273719	0	0	0	0
ENSG00000273720	0	0	1	0
ENSG00000273721	0	0	0	0
ENSG00000273724	2	0	0	0
ENSG00000273731	0	0	0	0
ENSG00000273732	0	0	0	0
ENSG00000273734	0	0	0	0
ENSG00000273746	0	0	0	0
ENSG00000273748	0	0	0	0
ENSG00000273749	2139	3095	4430	3891
ENSG00000273756	0	0	0	0
ENSG00000273762	0	0	0	0
ENSG00000273763	0	0	0	1
ENSG00000273773	0	0	0	0
ENSG00000273777	0	1	5	7
ENSG00000273791	0	0	0	0
ENSG00000273800	0	0	0	0
ENSG00000273802	5	6	16	14
ENSG00000273806	0	0	0	0
ENSG00000273813	0	0	0	0
ENSG00000273819	5	1	0	0
ENSG00000273820	181	159	178	173
ENSG00000273825	0	0	0	0
ENSG00000273841	969	939	934	744
ENSG00000273843	0	0	0	0
ENSG00000273849	0	0	0	0
ENSG00000273851	0	0	0	0
ENSG00000273858	0	0	0	0
ENSG00000273860	0	0	0	0
ENSG00000273863	0	0	0	0
ENSG00000273870	0	0	0	0
ENSG00000273872	0	0	0	0
ENSG00000273876	0	0	0	0
ENSG00000273894	0	0	0	0
ENSG00000273897	20	6	12	3
ENSG00000273899	188	209	187	175
ENSG00000273900	0	0	0	1
ENSG00000273907	1	0	0	0
ENSG00000273933	0	0	0	0
ENSG00000273957	0	0	0	0
ENSG00000273963	2	1	0	0
ENSG00000273976	0	0	0	0
ENSG00000273978	0	0	0	0
ENSG00000273983	2	1	3	3
ENSG00000273988	0	0	0	0
ENSG00000273994	0	0	0	0
ENSG00000273997	0	0	0	0
ENSG00000273999	0	0	0	0
ENSG00000274010	1	3	2	0
ENSG00000274019	0	0	0	0
ENSG00000274022	0	0	0	0
ENSG00000274024	0	0	0	0
ENSG00000274033	1	0	0	0
ENSG00000274049	7	0	0	0
ENSG00000274052	0	0	0	0
ENSG00000274064	2	3	6	5
ENSG00000274067	0	0	1	0
ENSG00000274070	687	653	737	853
ENSG00000274099	3	4	35	41
ENSG00000274102	0	0	0	0
ENSG00000274114	6	7	2	1
ENSG00000274116	0	0	0	0
ENSG00000274133	0	0	0	0
ENSG00000274149	0	0	0	0
ENSG00000274150	0	0	0	0
ENSG00000274154	0	0	0	0
ENSG00000274157	0	0	8	8
ENSG00000274162	0	0	0	0
ENSG00000274164	0	0	0	0
ENSG00000274167	0	0	0	0
ENSG00000274175	0	0	0	0
ENSG00000274180	568	477	883	964
ENSG00000274181	0	0	0	0
ENSG00000274183	3	0	1	1
ENSG00000274209	0	0	0	0
ENSG00000274211	1694	1747	930	1040
ENSG00000274212	0	0	0	0
ENSG00000274214	0	0	1	0
ENSG00000274219	0	0	0	0
ENSG00000274226	0	0	0	0
ENSG00000274228	0	0	0	0
ENSG00000274231	0	0	0	0
ENSG00000274235	0	0	0	0
ENSG00000274242	0	0	0	0
ENSG00000274252	0	0	0	0
ENSG00000274256	0	0	0	0
ENSG00000274274	0	0	0	0
ENSG00000274279	0	0	0	0
ENSG00000274282	0	0	0	0
ENSG00000274286	248	117	62	44
ENSG00000274290	4	10	45	44
ENSG00000274295	0	0	0	0
ENSG00000274299	0	0	0	0
ENSG00000274310	0	0	1	1
ENSG00000274316	0	0	0	0
ENSG00000274319	0	0	0	0
ENSG00000274322	1	2	17	14
ENSG00000274328	0	0	0	0
ENSG00000274330	2	2	9	1
ENSG00000274343	0	0	0	0
ENSG00000274346	0	0	0	0
ENSG00000274347	0	0	0	0
ENSG00000274349	293	181	236	204
ENSG00000274351	0	0	0	0
ENSG00000274353	1	0	0	0
ENSG00000274355	0	0	0	0
ENSG00000274356	0	0	0	0
ENSG00000274365	0	0	0	0
ENSG00000274369	0	0	0	0
ENSG00000274374	0	0	0	0
ENSG00000274376	9	0	1	11
ENSG00000274378	2	3	0	0
ENSG00000274381	0	0	0	0
ENSG00000274386	27	20	10	17
ENSG00000274391	0	0	1	1
ENSG00000274397	0	0	0	0
ENSG00000274398	0	0	0	0
ENSG00000274419	35	12	150	152
ENSG00000274423	0	5	0	0
ENSG00000274443	0	0	0	0
ENSG00000274445	0	0	0	0
ENSG00000274446	0	0	0	0
ENSG00000274451	0	0	0	0
ENSG00000274455	0	0	0	0
ENSG00000274467	0	0	0	0
ENSG00000274468	0	0	0	0
ENSG00000274471	70	42	100	96
ENSG00000274481	0	0	0	0
ENSG00000274486	0	0	0	0
ENSG00000274487	0	9	0	71
ENSG00000274489	0	0	0	0
ENSG00000274493	0	0	0	0
ENSG00000274499	0	1	0	0
ENSG00000274502	0	0	0	0
ENSG00000274503	0	0	0	0
ENSG00000274512	474	263	2778	2689
ENSG00000274516	1	0	0	0
ENSG00000274523	1051	1082	883	887
ENSG00000274525	0	0	0	0
ENSG00000274529	0	0	13	10
ENSG00000274541	0	0	0	0
ENSG00000274549	0	0	0	0
ENSG00000274551	0	0	0	0
ENSG00000274553	0	0	0	3
ENSG00000274562	0	0	0	0
ENSG00000274569	0	0	2	1
ENSG00000274570	1	2	0	0
ENSG00000274572	0	0	0	0
ENSG00000274576	0	0	0	0
ENSG00000274579	0	0	0	0
ENSG00000274583	0	0	0	0
ENSG00000274584	0	0	0	0
ENSG00000274588	163	101	544	463
ENSG00000274594	0	0	0	0
ENSG00000274599	0	0	0	0
ENSG00000274600	4	6	16	26
ENSG00000274601	0	0	0	0
ENSG00000274602	187	108	554	498
ENSG00000274611	0	0	0	0
ENSG00000274612	0	0	0	0
ENSG00000274614	0	0	0	0
ENSG00000274615	141	50	381	394
ENSG00000274618	1	0	0	0
ENSG00000274628	3	3	45	47
ENSG00000274631	0	0	0	0
ENSG00000274637	0	0	0	0
ENSG00000274641	1	0	0	0
ENSG00000274642	0	0	0	0
ENSG00000274649	0	0	0	0
ENSG00000274658	0	0	0	0
ENSG00000274664	0	0	0	0
ENSG00000274666	0	0	0	0
ENSG00000274680	0	0	0	0
ENSG00000274688	0	0	0	0
ENSG00000274691	0	1	0	1
ENSG00000274702	0	0	0	0
ENSG00000274712	5	5	0	0
ENSG00000274717	2	0	3	1
ENSG00000274727	0	1	0	0
ENSG00000274730	0	0	0	0
ENSG00000274736	0	0	0	0
ENSG00000274748	0	0	0	0
ENSG00000274749	0	0	0	0
ENSG00000274750	14	7	87	105
ENSG00000274764	0	0	0	0
ENSG00000274775	1	0	0	0
ENSG00000274792	0	0	0	0
ENSG00000274800	0	0	0	0
ENSG00000274808	0	0	150	148
ENSG00000274810	0	0	12	30
ENSG00000274813	0	0	0	0
ENSG00000274820	0	0	0	0
ENSG00000274823	0	0	0	0
ENSG00000274832	0	0	0	0
ENSG00000274837	0	0	0	0
ENSG00000274844	0	0	0	0
ENSG00000274847	0	0	0	0
ENSG00000274855	0	0	0	0
ENSG00000274867	0	0	0	0
ENSG00000274879	0	0	0	0
ENSG00000274886	0	0	0	0
ENSG00000274892	0	0	1	1
ENSG00000274899	0	0	0	0
ENSG00000274901	0	0	0	0
ENSG00000274903	0	0	0	0
ENSG00000274919	0	0	0	0
ENSG00000274923	0	0	0	0
ENSG00000274927	0	0	0	0
ENSG00000274928	0	0	9	9
ENSG00000274930	0	0	0	0
ENSG00000274933	0	0	97	131
ENSG00000274944	1	0	0	0
ENSG00000274966	0	0	0	0
ENSG00000274970	0	0	0	0
ENSG00000274973	0	0	0	0
ENSG00000274977	0	0	0	0
ENSG00000274985	0	0	0	0
ENSG00000274997	1	0	1	0
ENSG00000275002	0	0	0	0
ENSG00000275004	382	197	247	263
ENSG00000275011	1	0	21	17
ENSG00000275012	0	0	0	0
ENSG00000275015	0	0	0	0
ENSG00000275017	0	0	0	0
ENSG00000275023	67	0	106	138
ENSG00000275026	1	6	0	0
ENSG00000275034	0	0	0	0
ENSG00000275046	0	0	0	0
ENSG00000275048	0	0	0	0
ENSG00000275052	1785	1415	1569	1735
ENSG00000275060	0	0	0	0
ENSG00000275061	0	0	0	0
ENSG00000275063	0	0	0	0
ENSG00000275064	1	0	0	1
ENSG00000275066	1139	720	1326	1282
ENSG00000275074	33	51	207	195
ENSG00000275075	0	0	0	3
ENSG00000275078	0	0	0	0
ENSG00000275094	0	0	0	0
ENSG00000275103	0	0	0	0
ENSG00000275111	71	106	110	95
ENSG00000275113	0	0	0	0
ENSG00000275115	0	0	0	0
ENSG00000275121	6	0	8	3
ENSG00000275126	1	0	0	0
ENSG00000275129	0	0	0	0
ENSG00000275130	0	0	0	0
ENSG00000275131	80	38	178	159
ENSG00000275138	0	0	0	0
ENSG00000275140	0	0	7	6
ENSG00000275144	1	0	10	9
ENSG00000275152	0	0	0	0
ENSG00000275157	0	0	0	0
ENSG00000275158	0	0	0	0
ENSG00000275160	3	4	11	2
ENSG00000275163	0	0	1	0
ENSG00000275170	0	0	0	0
ENSG00000275183	5	15	7	6
ENSG00000275194	0	0	0	0
ENSG00000275201	0	0	0	0
ENSG00000275221	8	0	2	5
ENSG00000275249	0	0	0	0
ENSG00000275250	0	0	0	0
ENSG00000275256	0	0	0	2
ENSG00000275280	0	0	0	0
ENSG00000275295	0	0	0	0
ENSG00000275296	0	0	0	0
ENSG00000275302	0	0	0	0
ENSG00000275312	0	0	0	0
ENSG00000275314	0	0	0	0
ENSG00000275315	0	0	0	0
ENSG00000275318	15	13	4	12
ENSG00000275320	0	0	0	0
ENSG00000275325	8	4	4	7
ENSG00000275328	0	0	0	0
ENSG00000275339	0	0	0	0
ENSG00000275340	0	0	0	0
ENSG00000275342	956	719	471	553
ENSG00000275348	0	0	0	0
ENSG00000275350	0	0	0	0
ENSG00000275352	0	0	0	0
ENSG00000275361	0	0	0	0
ENSG00000275363	5	0	2	5
ENSG00000275374	4	1	2	0
ENSG00000275379	1	2	0	0
ENSG00000275381	0	0	0	0
ENSG00000275385	0	0	0	0
ENSG00000275386	0	0	0	0
ENSG00000275387	0	0	0	0
ENSG00000275395	89	22	10	15
ENSG00000275400	30	46	53	52
ENSG00000275406	0	0	0	0
ENSG00000275410	1	0	601	551
ENSG00000275419	0	0	0	0
ENSG00000275423	0	0	0	0
ENSG00000275432	0	0	0	0
ENSG00000275448	0	0	0	0
ENSG00000275461	0	0	0	0
ENSG00000275468	3	0	0	0
ENSG00000275480	4	0	0	0
ENSG00000275488	0	0	0	0
ENSG00000275489	0	1	0	0
ENSG00000275493	12	3	1	1
ENSG00000275497	0	0	0	0
ENSG00000275503	0	0	0	0
ENSG00000275506	0	0	1	0
ENSG00000275508	0	0	0	0
ENSG00000275520	0	0	0	0
ENSG00000275540	0	0	0	0
ENSG00000275547	0	0	0	0
ENSG00000275550	0	0	0	0
ENSG00000275553	0	0	0	0
ENSG00000275562	0	0	18	23
ENSG00000275572	0	0	0	0
ENSG00000275578	0	0	0	0
ENSG00000275585	14	3	1	0
ENSG00000275591	87	102	0	0
ENSG00000275592	0	0	0	0
ENSG00000275597	0	2	0	0
ENSG00000275598	0	0	0	0
ENSG00000275607	0	0	0	0
ENSG00000275609	0	0	0	1
ENSG00000275610	0	0	0	0
ENSG00000275628	0	0	0	0
ENSG00000275643	0	0	0	0
ENSG00000275647	0	0	0	0
ENSG00000275654	0	0	0	0
ENSG00000275663	0	1	0	0
ENSG00000275674	0	2	1	1
ENSG00000275675	0	0	0	0
ENSG00000275681	0	0	0	0
ENSG00000275688	0	0	4	2
ENSG00000275691	0	0	0	0
ENSG00000275695	0	0	0	0
ENSG00000275700	1392	1323	754	625
ENSG00000275713	23	28	24	10
ENSG00000275714	0	0	1	0
ENSG00000275716	0	0	0	1
ENSG00000275718	0	0	4	2
ENSG00000275722	0	0	0	0
ENSG00000275725	0	0	0	0
ENSG00000275733	0	0	0	0
ENSG00000275740	135	148	77	73
ENSG00000275747	0	0	0	0
ENSG00000275756	0	0	0	0
ENSG00000275767	0	0	0	0
ENSG00000275768	0	0	0	0
ENSG00000275772	0	0	230	265
ENSG00000275778	0	0	0	0
ENSG00000275785	0	0	0	0
ENSG00000275787	0	0	0	0
ENSG00000275791	0	0	0	0
ENSG00000275793	11	8	34	40
ENSG00000275800	0	0	0	0
ENSG00000275801	0	0	0	0
ENSG00000275811	0	0	0	0
ENSG00000275826	0	0	0	0
ENSG00000275827	0	0	0	0
ENSG00000275828	0	0	0	0
ENSG00000275832	862	705	58	42
ENSG00000275833	0	0	0	0
ENSG00000275834	0	0	0	0
ENSG00000275835	623	531	1549	1331
ENSG00000275839	0	0	0	2
ENSG00000275860	1	0	0	0
ENSG00000275862	0	0	0	0
ENSG00000275866	0	0	0	0
ENSG00000275869	0	0	0	0
ENSG00000275875	2	0	0	0
ENSG00000275882	0	0	0	0
ENSG00000275896	0	0	1	0
ENSG00000275905	0	0	0	0
ENSG00000275906	0	0	0	0
ENSG00000275919	0	0	0	0
ENSG00000275928	0	0	0	0
ENSG00000275929	2	5	0	0
ENSG00000275940	0	0	0	0
ENSG00000275945	0	0	0	0
ENSG00000275953	0	0	0	0
ENSG00000275956	0	0	0	0
ENSG00000275959	0	0	0	0
ENSG00000275969	0	0	0	0
ENSG00000275980	0	0	0	0
ENSG00000275989	0	0	0	0
ENSG00000276006	0	0	0	0
ENSG00000276017	0	0	0	0
ENSG00000276023	9	2	18	36
ENSG00000276036	0	0	0	0
ENSG00000276039	0	0	0	0
ENSG00000276040	1	0	0	0
ENSG00000276043	896	415	55	93
ENSG00000276045	213	264	358	333
ENSG00000276046	0	0	0	0
ENSG00000276058	1	1	1	0
ENSG00000276064	0	0	0	0
ENSG00000276067	0	0	1	1
ENSG00000276070	0	0	0	0
ENSG00000276087	0	0	6	2
ENSG00000276098	0	0	0	0
ENSG00000276109	0	0	0	0
ENSG00000276119	0	0	0	0
ENSG00000276127	0	0	0	0
ENSG00000276128	0	0	13	10
ENSG00000276141	1	4	21	19
ENSG00000276149	0	0	0	0
ENSG00000276156	0	0	0	0
ENSG00000276160	0	1	2	0
ENSG00000276180	6	6	0	1
ENSG00000276203	0	2	206	186
ENSG00000276204	0	0	1	0
ENSG00000276205	0	0	0	0
ENSG00000276206	0	0	0	0
ENSG00000276208	0	0	0	0
ENSG00000276214	0	0	0	0
ENSG00000276231	19	0	15	16
ENSG00000276234	452	310	163	157
ENSG00000276240	0	0	68	89
ENSG00000276256	1678	1486	213	234
ENSG00000276277	0	0	0	0
ENSG00000276290	0	0	0	0
ENSG00000276291	17	21	7	8
ENSG00000276293	1815	1569	1547	1392
ENSG00000276294	0	0	0	0
ENSG00000276298	0	0	0	0
ENSG00000276302	0	0	0	0
ENSG00000276316	0	0	0	0
ENSG00000276318	1	0	0	0
ENSG00000276332	0	0	0	0
ENSG00000276345	3	0	0	0
ENSG00000276362	0	0	0	0
ENSG00000276368	0	0	1	0
ENSG00000276375	8	10	11	10
ENSG00000276380	0	0	0	0
ENSG00000276385	0	0	0	0
ENSG00000276386	18	2	5	7
ENSG00000276388	0	0	0	0
ENSG00000276391	0	0	0	0
ENSG00000276393	0	0	0	0
ENSG00000276400	0	0	0	0
ENSG00000276409	0	0	0	0
ENSG00000276410	0	0	1	0
ENSG00000276413	0	0	0	0
ENSG00000276418	1	0	4	2
ENSG00000276427	0	0	0	0
ENSG00000276428	0	0	0	0
ENSG00000276431	0	0	0	0
ENSG00000276457	0	0	0	0
ENSG00000276460	0	0	0	0
ENSG00000276467	0	0	0	0
ENSG00000276474	0	0	0	0
ENSG00000276475	0	0	0	0
ENSG00000276478	0	0	0	0
ENSG00000276484	0	0	0	0
ENSG00000276486	0	0	0	0
ENSG00000276490	1	0	6	3
ENSG00000276507	0	0	0	0
ENSG00000276520	0	0	0	0
ENSG00000276521	0	0	0	0
ENSG00000276531	0	0	0	0
ENSG00000276535	0	0	0	0
ENSG00000276538	1	3	0	0
ENSG00000276540	0	0	0	0
ENSG00000276545	5	4	0	1
ENSG00000276547	44	77	39	27
ENSG00000276548	0	0	0	0
ENSG00000276550	1980	1207	3556	3253
ENSG00000276556	0	0	0	0
ENSG00000276557	0	0	0	0
ENSG00000276563	0	0	0	0
ENSG00000276566	1	0	0	0
ENSG00000276569	0	0	3	1
ENSG00000276576	1	0	0	0
ENSG00000276578	0	0	0	1
ENSG00000276581	7	0	0	0
ENSG00000276586	0	0	0	0
ENSG00000276592	0	0	0	0
ENSG00000276599	0	0	0	0
ENSG00000276600	1	0	8	3
ENSG00000276605	0	0	0	0
ENSG00000276620	0	0	0	0
ENSG00000276623	0	0	20	27
ENSG00000276632	0	0	0	0
ENSG00000276637	0	0	0	0
ENSG00000276644	10	10	1	3
ENSG00000276647	0	0	0	0
ENSG00000276650	0	0	0	0
ENSG00000276662	0	0	0	0
ENSG00000276667	0	0	0	0
ENSG00000276674	0	0	0	0
ENSG00000276689	0	0	0	0
ENSG00000276699	0	0	0	0
ENSG00000276703	0	0	0	0
ENSG00000276710	1	0	0	0
ENSG00000276721	0	0	0	0
ENSG00000276738	0	0	0	0
ENSG00000276756	0	0	0	0
ENSG00000276758	0	0	0	0
ENSG00000276760	0	0	0	0
ENSG00000276763	0	0	0	0
ENSG00000276789	0	0	0	0
ENSG00000276822	0	0	0	0
ENSG00000276828	0	0	0	0
ENSG00000276829	0	0	0	0
ENSG00000276832	0	1	0	0
ENSG00000276840	3	4	9	3
ENSG00000276841	0	0	0	0
ENSG00000276845	0	0	0	0
ENSG00000276868	0	0	0	0
ENSG00000276872	0	0	0	0
ENSG00000276892	0	0	0	0
ENSG00000276894	0	0	0	0
ENSG00000276897	0	0	0	0
ENSG00000276903	0	0	1	0
ENSG00000276904	0	0	0	0
ENSG00000276915	0	0	0	0
ENSG00000276925	0	0	0	0
ENSG00000276928	0	0	0	0
ENSG00000276929	0	0	0	0
ENSG00000276940	0	0	0	0
ENSG00000276945	1	0	0	2
ENSG00000276949	0	0	0	0
ENSG00000276950	2	0	2	0
ENSG00000276951	0	0	0	0
ENSG00000276953	0	0	0	0
ENSG00000276958	0	0	0	0
ENSG00000276960	0	0	0	0
ENSG00000276963	0	0	0	0
ENSG00000276966	3	0	6	2
ENSG00000276975	15	4	6	9
ENSG00000276992	0	0	0	0
ENSG00000276998	0	0	0	0
ENSG00000277000	0	0	0	0
ENSG00000277003	0	0	0	0
ENSG00000277004	0	0	0	0
ENSG00000277008	0	0	0	0
ENSG00000277009	0	0	0	1
ENSG00000277024	0	0	0	0
ENSG00000277040	0	0	0	0
ENSG00000277041	0	0	0	0
ENSG00000277043	0	0	0	0
ENSG00000277053	833	509	525	339
ENSG00000277056	0	0	0	0
ENSG00000277058	0	0	0	0
ENSG00000277072	117	47	71	65
ENSG00000277075	3	5	10	7
ENSG00000277083	0	0	0	0
ENSG00000277095	0	0	0	0
ENSG00000277096	0	0	0	0
ENSG00000277099	0	0	0	0
ENSG00000277103	146	60	68	37
ENSG00000277109	0	0	0	0
ENSG00000277112	2	1	2	4
ENSG00000277125	0	3	0	0
ENSG00000277143	0	0	0	0
ENSG00000277146	0	0	0	0
ENSG00000277147	0	0	0	0
ENSG00000277149	102	229	51	36
ENSG00000277150	0	0	0	1
ENSG00000277156	0	0	0	0
ENSG00000277157	1	4	0	2
ENSG00000277161	139	103	51	141
ENSG00000277162	0	0	0	0
ENSG00000277171	0	0	0	0
ENSG00000277172	0	0	0	0
ENSG00000277174	0	0	0	0
ENSG00000277191	0	0	0	0
ENSG00000277196	1545	315	199	144
ENSG00000277200	426	279	30	34
ENSG00000277206	0	0	0	0
ENSG00000277211	0	0	0	0
ENSG00000277213	0	0	0	0
ENSG00000277224	4	0	0	0
ENSG00000277227	0	0	0	0
ENSG00000277241	0	0	0	0
ENSG00000277252	0	0	0	0
ENSG00000277253	0	0	0	0
ENSG00000277258	0	188	0	0
ENSG00000277282	0	0	0	0
ENSG00000277289	0	0	0	0
ENSG00000277290	0	0	0	0
ENSG00000277297	0	0	0	0
ENSG00000277304	0	5	0	0
ENSG00000277315	0	0	0	0
ENSG00000277319	0	0	0	0
ENSG00000277322	0	0	0	0
ENSG00000277327	0	0	0	0
ENSG00000277340	2	0	0	0
ENSG00000277349	0	0	0	0
ENSG00000277357	0	0	0	0
ENSG00000277358	0	0	0	0
ENSG00000277363	20	9	0	0
ENSG00000277367	0	0	0	0
ENSG00000277397	0	0	0	0
ENSG00000277399	8	3	0	8
ENSG00000277400	0	0	0	0
ENSG00000277406	5	3	0	3
ENSG00000277408	0	0	0	0
ENSG00000277410	0	0	0	0
ENSG00000277422	0	0	0	0
ENSG00000277426	0	0	0	0
ENSG00000277435	0	0	0	0
ENSG00000277436	0	0	0	0
ENSG00000277438	0	0	0	0
ENSG00000277443	4697	3107	3799	4438
ENSG00000277447	0	0	0	0
ENSG00000277462	458	586	153	154
ENSG00000277466	0	0	0	0
ENSG00000277475	9	10	1	4
ENSG00000277479	0	0	0	0
ENSG00000277481	5	1	0	0
ENSG00000277486	0	0	0	0
ENSG00000277490	0	0	0	0
ENSG00000277493	2	3	10	12
ENSG00000277494	0	0	0	0
ENSG00000277498	0	0	0	0
ENSG00000277499	0	0	0	0
ENSG00000277500	0	0	0	0
ENSG00000277505	0	0	0	0
ENSG00000277508	0	0	0	0
ENSG00000277513	0	0	0	0
ENSG00000277514	0	0	0	0
ENSG00000277516	0	0	0	0
ENSG00000277529	0	0	0	0
ENSG00000277531	49	72	5	9
ENSG00000277532	0	0	0	0
ENSG00000277535	0	0	0	0
ENSG00000277544	0	0	0	0
ENSG00000277549	0	0	0	0
ENSG00000277556	0	0	0	0
ENSG00000277561	0	0	0	0
ENSG00000277562	0	0	0	0
ENSG00000277575	0	0	0	0
ENSG00000277576	0	0	0	0
ENSG00000277586	1117	1105	5	2
ENSG00000277598	0	0	0	0
ENSG00000277608	0	0	0	0
ENSG00000277611	0	0	0	0
ENSG00000277618	0	0	0	0
ENSG00000277630	0	0	0	0
ENSG00000277632	0	0	0	0
ENSG00000277639	137	21	4	6
ENSG00000277640	0	0	0	0
ENSG00000277646	0	0	0	0
ENSG00000277647	0	0	0	0
ENSG00000277654	0	0	0	0
ENSG00000277655	0	0	0	2
ENSG00000277670	0	0	0	0
ENSG00000277672	0	0	0	0
ENSG00000277673	0	0	0	0
ENSG00000277690	1	0	6	4
ENSG00000277702	0	4	4	6
ENSG00000277704	0	0	0	0
ENSG00000277705	0	0	0	0
ENSG00000277708	0	0	0	0
ENSG00000277710	0	0	0	0
ENSG00000277711	0	0	0	0
ENSG00000277720	0	0	0	0
ENSG00000277734	7	3	6	2
ENSG00000277737	0	2	0	0
ENSG00000277741	1	0	1	0
ENSG00000277743	0	0	0	0
ENSG00000277745	0	0	0	0
ENSG00000277746	0	0	0	0
ENSG00000277748	0	0	0	0
ENSG00000277755	0	0	0	0
ENSG00000277758	198	131	151	166
ENSG00000277766	0	0	0	0
ENSG00000277769	0	0	0	0
ENSG00000277770	0	0	0	0
ENSG00000277775	0	2	1	0
ENSG00000277778	0	0	0	0
ENSG00000277791	1431	1698	1165	868
ENSG00000277803	0	0	0	0
ENSG00000277836	0	0	0	0
ENSG00000277856	0	0	0	0
ENSG00000277865	0	0	0	0
ENSG00000277866	0	0	0	0
ENSG00000277867	0	0	0	0
ENSG00000277869	0	0	1	1
ENSG00000277876	0	0	0	0
ENSG00000277878	2	0	0	0
ENSG00000277880	0	0	0	0
ENSG00000277881	0	0	0	0
ENSG00000277882	0	0	0	0
ENSG00000277883	25	16	0	1
ENSG00000277893	0	0	19	23
ENSG00000277899	0	0	0	0
ENSG00000277907	0	0	0	0
ENSG00000277914	0	0	0	0
ENSG00000277920	0	0	0	0
ENSG00000277932	0	0	0	0
ENSG00000277952	0	0	0	0
ENSG00000277957	263	226	22	52
ENSG00000277971	0	0	0	0
ENSG00000277972	38	19	28	24
ENSG00000277973	0	0	0	0
ENSG00000277975	0	0	0	0
ENSG00000277977	0	0	0	0
ENSG00000277981	0	0	0	0
ENSG00000277984	0	0	0	0
ENSG00000277988	0	0	0	0
ENSG00000277998	0	0	0	0
ENSG00000278001	0	0	0	0
ENSG00000278008	0	0	0	0
ENSG00000278009	0	0	0	0
ENSG00000278023	18	63	5	2
ENSG00000278030	0	0	0	0
ENSG00000278053	779	468	1519	1532
ENSG00000278054	0	0	0	0
ENSG00000278057	0	0	1	0
ENSG00000278068	0	0	0	0
ENSG00000278077	2	3	0	0
ENSG00000278078	0	0	0	0
ENSG00000278083	0	0	0	0
ENSG00000278085	0	0	0	0
ENSG00000278102	0	0	0	0
ENSG00000278106	0	0	0	0
ENSG00000278110	0	0	0	0
ENSG00000278122	0	0	0	0
ENSG00000278128	0	0	0	0
ENSG00000278129	753	819	307	319
ENSG00000278130	0	0	0	0
ENSG00000278131	0	0	0	0
ENSG00000278138	0	0	0	0
ENSG00000278139	0	0	0	0
ENSG00000278143	0	0	0	0
ENSG00000278160	0	0	0	0
ENSG00000278171	0	0	0	0
ENSG00000278180	0	0	0	0
ENSG00000278181	0	0	0	0
ENSG00000278182	0	0	0	1
ENSG00000278184	0	0	0	0
ENSG00000278193	0	0	0	0
ENSG00000278195	22	1	8	12
ENSG00000278196	0	0	0	1
ENSG00000278197	0	0	0	0
ENSG00000278205	0	1	0	1
ENSG00000278212	0	0	0	0
ENSG00000278213	0	0	0	0
